reference_year,source_report,pdf_page,table_no,sl_no,district_as_published,is_state_total,land_use_category,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Land put to non-agricultural uses,area,'000 ha,78,78,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,11.16,11.16,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Barren and un-cultivable land,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Barren and un-cultivable land,pct_of_area_under_survey,%,1.72,1.72,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Permanent pastures and other grazing land,area,'000 ha,31,31,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.43,4.43,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,20,20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,2.86,2.86,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Cultivable waste,area,'000 ha,44,44,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Cultivable waste,pct_of_area_under_survey,%,6.29,6.29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Old fallows,area,'000 ha,43,43,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Old fallows,pct_of_area_under_survey,%,6.15,6.15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Current fallows,area,'000 ha,37,37,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Current fallows,pct_of_area_under_survey,%,5.29,5.29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Net area sown,area,'000 ha,359,359,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Net area sown,pct_of_area_under_survey,%,51.36,51.36,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Total area under survey,area,'000 ha,699,699,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Total area under survey,pct_of_geographical_area,%,67.08,67.08,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Area not included under survey,area,'000 ha,343,343,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Geographical area,area,'000 ha,1042,1042,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Forest,area,'000 ha,47,47,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Forest,pct_of_area_under_survey,%,18.88,18.88,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Land put to non-agricultural uses,area,'000 ha,29,29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,11.65,11.65,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Barren and un-cultivable land,area,'000 ha,7,7,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Barren and un-cultivable land,pct_of_area_under_survey,%,2.81,2.81,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Permanent pastures and other grazing land,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,6.02,6.02,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,0.40,0.40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Cultivable waste,area,'000 ha,5,5,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Cultivable waste,pct_of_area_under_survey,%,2.01,2.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Old fallows,area,'000 ha,11,11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Old fallows,pct_of_area_under_survey,%,4.42,4.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Current fallows,area,'000 ha,22,22,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Current fallows,pct_of_area_under_survey,%,8.84,8.84,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Net area sown,area,'000 ha,112,112,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Net area sown,pct_of_area_under_survey,%,44.98,44.98,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Total area under survey,area,'000 ha,249,249,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Total area under survey,pct_of_geographical_area,%,73.02,73.02,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Area not included under survey,area,'000 ha,92,92,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,23,Nuapada,0,Geographical area,area,'000 ha,341,341,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Forest,area,'000 ha,46,46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Forest,pct_of_area_under_survey,%,18.33,18.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Land put to non-agricultural uses,area,'000 ha,31,31,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,12.35,12.35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Barren and un-cultivable land,area,'000 ha,16,16,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Barren and un-cultivable land,pct_of_area_under_survey,%,6.37,6.37,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Permanent pastures and other grazing land,area,'000 ha,13,13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,5.18,5.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,4.78,4.78,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Cultivable waste,area,'000 ha,19,19,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Cultivable waste,pct_of_area_under_survey,%,7.57,7.57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Old fallows,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Old fallows,pct_of_area_under_survey,%,4.78,4.78,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Current fallows,area,'000 ha,8,8,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Current fallows,pct_of_area_under_survey,%,3.19,3.19,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Net area sown,area,'000 ha,94,94,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Net area sown,pct_of_area_under_survey,%,37.45,37.45,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Total area under survey,area,'000 ha,251,251,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Total area under survey,pct_of_geographical_area,%,59.20,59.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Area not included under survey,area,'000 ha,173,173,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,24,Nayagarh,0,Geographical area,area,'000 ha,424,424,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Forest,area,'000 ha,109,109,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Forest,pct_of_area_under_survey,%,27.18,27.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Land put to non-agricultural uses,area,'000 ha,28,28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,6.98,6.98,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Barren and un-cultivable land,area,'000 ha,20,20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Barren and un-cultivable land,pct_of_area_under_survey,%,4.99,4.99,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Permanent pastures and other grazing land,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,3.74,3.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,18,18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,4.49,4.49,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Cultivable waste,area,'000 ha,11,11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Cultivable waste,pct_of_area_under_survey,%,2.74,2.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Old fallows,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Old fallows,pct_of_area_under_survey,%,3.74,3.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Current fallows,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Current fallows,pct_of_area_under_survey,%,4.24,4.24,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Net area sown,area,'000 ha,168,168,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Net area sown,pct_of_area_under_survey,%,41.90,41.90,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Total area under survey,area,'000 ha,401,401,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Total area under survey,pct_of_geographical_area,%,75.80,75.80,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Area not included under survey,area,'000 ha,128,128,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,25,Nowarangpur,0,Geographical area,area,'000 ha,529,529,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Forest,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Forest,pct_of_area_under_survey,%,5.42,5.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Land put to non-agricultural uses,area,'000 ha,58,58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,20.94,20.94,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Barren and un-cultivable land,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Barren and un-cultivable land,pct_of_area_under_survey,%,4.33,4.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Permanent pastures and other grazing land,area,'000 ha,11,11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,3.97,3.97,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,5.42,5.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Cultivable waste,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Cultivable waste,pct_of_area_under_survey,%,4.33,4.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Old fallows,area,'000 ha,18,18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Old fallows,pct_of_area_under_survey,%,6.50,6.50,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Current fallows,area,'000 ha,28,28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Current fallows,pct_of_area_under_survey,%,10.11,10.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Net area sown,area,'000 ha,108,108,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Net area sown,pct_of_area_under_survey,%,38.99,38.99,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Total area under survey,area,'000 ha,277,277,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Total area under survey,pct_of_geographical_area,%,90.82,90.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Area not included under survey,area,'000 ha,28,28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,26,Puri,0,Geographical area,area,'000 ha,305,305,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Forest,area,'000 ha,119,119,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Forest,pct_of_area_under_survey,%,20.84,20.84,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Land put to non-agricultural uses,area,'000 ha,25,25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,4.38,4.38,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Barren and un-cultivable land,area,'000 ha,192,192,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Barren and un-cultivable land,pct_of_area_under_survey,%,33.63,33.63,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Permanent pastures and other grazing land,area,'000 ha,11,11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,1.93,1.93,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,25,25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,4.38,4.38,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Cultivable waste,area,'000 ha,13,13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Cultivable waste,pct_of_area_under_survey,%,2.28,2.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Old fallows,area,'000 ha,23,23,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Old fallows,pct_of_area_under_survey,%,4.03,4.03,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Current fallows,area,'000 ha,41,41,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Current fallows,pct_of_area_under_survey,%,7.18,7.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Net area sown,area,'000 ha,122,122,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Net area sown,pct_of_area_under_survey,%,21.37,21.37,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Total area under survey,area,'000 ha,571,571,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Total area under survey,pct_of_geographical_area,%,75.33,75.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Area not included under survey,area,'000 ha,187,187,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,27,Rayagada,0,Geographical area,area,'000 ha,758,758,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Forest,area,'000 ha,113,113,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Forest,pct_of_area_under_survey,%,26.65,26.65,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Land put to non-agricultural uses,area,'000 ha,59,59,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,13.92,13.92,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Barren and un-cultivable land,area,'000 ha,11,11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Barren and un-cultivable land,pct_of_area_under_survey,%,2.59,2.59,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Permanent pastures and other grazing land,area,'000 ha,22,22,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,5.19,5.19,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,6,6,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,1.42,1.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Cultivable waste,area,'000 ha,29,29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Cultivable waste,pct_of_area_under_survey,%,6.84,6.84,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Old fallows,area,'000 ha,28,28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Old fallows,pct_of_area_under_survey,%,6.60,6.60,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Current fallows,area,'000 ha,22,22,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Current fallows,pct_of_area_under_survey,%,5.19,5.19,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Net area sown,area,'000 ha,134,134,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Net area sown,pct_of_area_under_survey,%,31.60,31.60,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Total area under survey,area,'000 ha,424,424,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Total area under survey,pct_of_geographical_area,%,63.28,63.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Area not included under survey,area,'000 ha,246,246,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,28,Sambalpur,0,Geographical area,area,'000 ha,670,670,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Forest,area,'000 ha,13,13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Forest,pct_of_area_under_survey,%,6.95,6.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Land put to non-agricultural uses,area,'000 ha,31,31,ok
