Year,District,Block,Code,Block_Urban,Land Use Category,Area in Ha
2023-24,Nowaragpur,URBAN,,Urban,Barren_&_Non_Cultivable_land,137
2023-24,Nowaragpur,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,121
2023-24,Nowaragpur,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,99
2023-24,Nowaragpur,URBAN,,Urban,Cultivable_Waste,60
2023-24,Nowaragpur,URBAN,,Urban,Old_Fallows,65
2023-24,Nowaragpur,URBAN,,Urban,Current_Fallows,72
2023-24,Nowaragpur,URBAN,,Urban,Net_Area_Sown_Irrigated,712
2023-24,Nowaragpur,URBAN,,Urban,Net_Area_Sown_Unirrigated,1542
2023-24,Nowaragpur,URBAN,,Urban,Net_Area_Sown_Total,2254
2023-24,Nowaragpur,URBAN,,Urban,Total_Area_under_Survey,3516
2023-24,Puri,Krushnaprasad,240,Block,Forest,2143
2023-24,Puri,Krushnaprasad,240,Block,Land_put_to_Non_Agricultural_use,10405
2023-24,Puri,Krushnaprasad,240,Block,Barren_&_Non_Cultivable_land,4421
2023-24,Puri,Krushnaprasad,240,Block,Permanent_Pastures_&_other_grazing_land,2168
2023-24,Puri,Krushnaprasad,240,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2326
2023-24,Puri,Krushnaprasad,240,Block,Cultivable_Waste,327
2023-24,Puri,Krushnaprasad,240,Block,Old_Fallows,8161
2023-24,Puri,Krushnaprasad,240,Block,Current_Fallows,5335
2023-24,Puri,Krushnaprasad,240,Block,Net_Area_Sown_Irrigated,1638
2023-24,Puri,Krushnaprasad,240,Block,Net_Area_Sown_Unirrigated,1085
2023-24,Puri,Krushnaprasad,240,Block,Net_Area_Sown_Total,2723
2023-24,Puri,Krushnaprasad,240,Block,Total_Area_under_Survey,38009
2023-24,Puri,Brahmagiri,241,Block,Forest,379
2023-24,Puri,Brahmagiri,241,Block,Land_put_to_Non_Agricultural_use,4456
2023-24,Puri,Brahmagiri,241,Block,Barren_&_Non_Cultivable_land,574
2023-24,Puri,Brahmagiri,241,Block,Permanent_Pastures_&_other_grazing_land,2134
2023-24,Puri,Brahmagiri,241,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,10056
2023-24,Puri,Brahmagiri,241,Block,Cultivable_Waste,465
2023-24,Puri,Brahmagiri,241,Block,Old_Fallows,2486
2023-24,Puri,Brahmagiri,241,Block,Current_Fallows,4939
2023-24,Puri,Brahmagiri,241,Block,Net_Area_Sown_Irrigated,6084
2023-24,Puri,Brahmagiri,241,Block,Net_Area_Sown_Unirrigated,124
2023-24,Puri,Brahmagiri,241,Block,Net_Area_Sown_Total,6208
2023-24,Puri,Brahmagiri,241,Block,Total_Area_under_Survey,31697
2023-24,Puri,Puri-Sadar,242,Block,Forest,13
2023-24,Puri,Puri-Sadar,242,Block,Land_put_to_Non_Agricultural_use,3859
2023-24,Puri,Puri-Sadar,242,Block,Barren_&_Non_Cultivable_land,0
2023-24,Puri,Puri-Sadar,242,Block,Permanent_Pastures_&_other_grazing_land,471
2023-24,Puri,Puri-Sadar,242,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2257
2023-24,Puri,Puri-Sadar,242,Block,Cultivable_Waste,518
2023-24,Puri,Puri-Sadar,242,Block,Old_Fallows,1161
2023-24,Puri,Puri-Sadar,242,Block,Current_Fallows,5334
2023-24,Puri,Puri-Sadar,242,Block,Net_Area_Sown_Irrigated,7089
2023-24,Puri,Puri-Sadar,242,Block,Net_Area_Sown_Unirrigated,4997
2023-24,Puri,Puri-Sadar,242,Block,Net_Area_Sown_Total,12086
2023-24,Puri,Puri-Sadar,242,Block,Total_Area_under_Survey,25699
2023-24,Puri,Gop,243,Block,Forest,764
2023-24,Puri,Gop,243,Block,Land_put_to_Non_Agricultural_use,6044
2023-24,Puri,Gop,243,Block,Barren_&_Non_Cultivable_land,10
2023-24,Puri,Gop,243,Block,Permanent_Pastures_&_other_grazing_land,1137
2023-24,Puri,Gop,243,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2091
2023-24,Puri,Gop,243,Block,Cultivable_Waste,1573
2023-24,Puri,Gop,243,Block,Old_Fallows,2068
2023-24,Puri,Gop,243,Block,Current_Fallows,3924
2023-24,Puri,Gop,243,Block,Net_Area_Sown_Irrigated,14630
2023-24,Puri,Gop,243,Block,Net_Area_Sown_Unirrigated,1995
2023-24,Puri,Gop,243,Block,Net_Area_Sown_Total,16625
2023-24,Puri,Gop,243,Block,Total_Area_under_Survey,34236
2023-24,Puri,Kakatpur,244,Block,Forest,4924
2023-24,Puri,Kakatpur,244,Block,Land_put_to_Non_Agricultural_use,3246
2023-24,Puri,Kakatpur,244,Block,Barren_&_Non_Cultivable_land,58
2023-24,Puri,Kakatpur,244,Block,Permanent_Pastures_&_other_grazing_land,569
2023-24,Puri,Kakatpur,244,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,424
2023-24,Puri,Kakatpur,244,Block,Cultivable_Waste,1032
2023-24,Puri,Kakatpur,244,Block,Old_Fallows,438
2023-24,Puri,Kakatpur,244,Block,Current_Fallows,230
2023-24,Puri,Kakatpur,244,Block,Net_Area_Sown_Irrigated,2232
2023-24,Puri,Kakatpur,244,Block,Net_Area_Sown_Unirrigated,3192
2023-24,Puri,Kakatpur,244,Block,Net_Area_Sown_Total,5424
2023-24,Puri,Kakatpur,244,Block,Total_Area_under_Survey,16345
2023-24,Puri,Astarangpur,245,Block,Forest,502
2023-24,Puri,Astarangpur,245,Block,Land_put_to_Non_Agricultural_use,8141
2023-24,Puri,Astarangpur,245,Block,Barren_&_Non_Cultivable_land,61
2023-24,Puri,Astarangpur,245,Block,Permanent_Pastures_&_other_grazing_land,835
2023-24,Puri,Astarangpur,245,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,411
2023-24,Puri,Astarangpur,245,Block,Cultivable_Waste,1857
2023-24,Puri,Astarangpur,245,Block,Old_Fallows,302
2023-24,Puri,Astarangpur,245,Block,Current_Fallows,142
2023-24,Puri,Astarangpur,245,Block,Net_Area_Sown_Irrigated,63
2023-24,Puri,Astarangpur,245,Block,Net_Area_Sown_Unirrigated,3580
2023-24,Puri,Astarangpur,245,Block,Net_Area_Sown_Total,3643
2023-24,Puri,Astarangpur,245,Block,Total_Area_under_Survey,15894
2023-24,Puri,Nimapara,246,Block,Forest,87
2023-24,Puri,Nimapara,246,Block,Land_put_to_Non_Agricultural_use,7174
2023-24,Puri,Nimapara,246,Block,Barren_&_Non_Cultivable_land,0
2023-24,Puri,Nimapara,246,Block,Permanent_Pastures_&_other_grazing_land,1034
2023-24,Puri,Nimapara,246,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1432
2023-24,Puri,Nimapara,246,Block,Cultivable_Waste,1060
2023-24,Puri,Nimapara,246,Block,Old_Fallows,1683
2023-24,Puri,Nimapara,246,Block,Current_Fallows,2135
2023-24,Puri,Nimapara,246,Block,Net_Area_Sown_Irrigated,13196
2023-24,Puri,Nimapara,246,Block,Net_Area_Sown_Unirrigated,717
2023-24,Puri,Nimapara,246,Block,Net_Area_Sown_Total,13913
2023-24,Puri,Nimapara,246,Block,Total_Area_under_Survey,28518
2023-24,Puri,Satyabadi,247,Block,Forest,87
2023-24,Puri,Satyabadi,247,Block,Land_put_to_Non_Agricultural_use,2273
2023-24,Puri,Satyabadi,247,Block,Barren_&_Non_Cultivable_land,0
2023-24,Puri,Satyabadi,247,Block,Permanent_Pastures_&_other_grazing_land,332
2023-24,Puri,Satyabadi,247,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1295
2023-24,Puri,Satyabadi,247,Block,Cultivable_Waste,185
2023-24,Puri,Satyabadi,247,Block,Old_Fallows,1762
2023-24,Puri,Satyabadi,247,Block,Current_Fallows,2489
2023-24,Puri,Satyabadi,247,Block,Net_Area_Sown_Irrigated,2672
2023-24,Puri,Satyabadi,247,Block,Net_Area_Sown_Unirrigated,6082
2023-24,Puri,Satyabadi,247,Block,Net_Area_Sown_Total,8754
2023-24,Puri,Satyabadi,247,Block,Total_Area_under_Survey,17177
2023-24,Puri,Kanasa,248,Block,Forest,454
2023-24,Puri,Kanasa,248,Block,Land_put_to_Non_Agricultural_use,2581
2023-24,Puri,Kanasa,248,Block,Barren_&_Non_Cultivable_land,0
2023-24,Puri,Kanasa,248,Block,Permanent_Pastures_&_other_grazing_land,1394
2023-24,Puri,Kanasa,248,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,874
2023-24,Puri,Kanasa,248,Block,Cultivable_Waste,696
2023-24,Puri,Kanasa,248,Block,Old_Fallows,2077
2023-24,Puri,Kanasa,248,Block,Current_Fallows,2663
2023-24,Puri,Kanasa,248,Block,Net_Area_Sown_Irrigated,7770
2023-24,Puri,Kanasa,248,Block,Net_Area_Sown_Unirrigated,3885
2023-24,Puri,Kanasa,248,Block,Net_Area_Sown_Total,11655
2023-24,Puri,Kanasa,248,Block,Total_Area_under_Survey,22394
2023-24,Puri,Delanga,256,Block,Forest,2
2023-24,Puri,Delanga,256,Block,Land_put_to_Non_Agricultural_use,3769
2023-24,Puri,Delanga,256,Block,Barren_&_Non_Cultivable_land,1095
2023-24,Puri,Delanga,256,Block,Permanent_Pastures_&_other_grazing_land,1282
2023-24,Puri,Delanga,256,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,490
2023-24,Puri,Delanga,256,Block,Cultivable_Waste,101
2023-24,Puri,Delanga,256,Block,Old_Fallows,817
2023-24,Puri,Delanga,256,Block,Current_Fallows,2626
2023-24,Puri,Delanga,256,Block,Net_Area_Sown_Irrigated,10222
2023-24,Puri,Delanga,256,Block,Net_Area_Sown_Unirrigated,157
2023-24,Puri,Delanga,256,Block,Net_Area_Sown_Total,10379
2023-24,Puri,Delanga,256,Block,Total_Area_under_Survey,20561
2023-24,Puri,Pipili,257,Block,Forest,3
2023-24,Puri,Pipili,257,Block,Land_put_to_Non_Agricultural_use,3544
2023-24,Puri,Pipili,257,Block,Barren_&_Non_Cultivable_land,43
2023-24,Puri,Pipili,257,Block,Permanent_Pastures_&_other_grazing_land,463
2023-24,Puri,Pipili,257,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1112
2023-24,Puri,Pipili,257,Block,Cultivable_Waste,417
2023-24,Puri,Pipili,257,Block,Old_Fallows,1078
2023-24,Puri,Pipili,257,Block,Current_Fallows,1607
2023-24,Puri,Pipili,257,Block,Net_Area_Sown_Irrigated,11459
2023-24,Puri,Pipili,257,Block,Net_Area_Sown_Unirrigated,216
2023-24,Puri,Pipili,257,Block,Net_Area_Sown_Total,11675
2023-24,Puri,Pipili,257,Block,Total_Area_under_Survey,19942
2023-24,Puri,URBAN,,Urban,Forest,388
2023-24,Puri,URBAN,,Urban,Land_put_to_Non_Agricultural_use,2301
2023-24,Puri,URBAN,,Urban,Barren_&_Non_Cultivable_land,260
2023-24,Puri,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,490
2023-24,Puri,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,944
2023-24,Puri,URBAN,,Urban,Cultivable_Waste,341
2023-24,Puri,URBAN,,Urban,Old_Fallows,914
2023-24,Puri,URBAN,,Urban,Current_Fallows,1303
2023-24,Puri,URBAN,,Urban,Net_Area_Sown_Irrigated,640
2023-24,Puri,URBAN,,Urban,Net_Area_Sown_Unirrigated,125
2023-24,Puri,URBAN,,Urban,Net_Area_Sown_Total,765
2023-24,Puri,URBAN,,Urban,Total_Area_under_Survey,7706
2023-24,Rayagada,Rayagada,178,Block,Forest,8564
2023-24,Rayagada,Rayagada,178,Block,Land_put_to_Non_Agricultural_use,4345
2023-24,Rayagada,Rayagada,178,Block,Barren_&_Non_Cultivable_land,18573
2023-24,Rayagada,Rayagada,178,Block,Permanent_Pastures_&_other_grazing_land,1415
2023-24,Rayagada,Rayagada,178,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1046
2023-24,Rayagada,Rayagada,178,Block,Cultivable_Waste,499
2023-24,Rayagada,Rayagada,178,Block,Old_Fallows,3016
2023-24,Rayagada,Rayagada,178,Block,Current_Fallows,2057
2023-24,Rayagada,Rayagada,178,Block,Net_Area_Sown_Irrigated,3848
2023-24,Rayagada,Rayagada,178,Block,Net_Area_Sown_Unirrigated,12980
2023-24,Rayagada,Rayagada,178,Block,Net_Area_Sown_Total,16828
2023-24,Rayagada,Rayagada,178,Block,Total_Area_under_Survey,56343
2023-24,Rayagada,Kashipur,179,Block,Forest,10703
2023-24,Rayagada,Kashipur,179,Block,Land_put_to_Non_Agricultural_use,9462
2023-24,Rayagada,Kashipur,179,Block,Barren_&_Non_Cultivable_land,44390
2023-24,Rayagada,Kashipur,179,Block,Permanent_Pastures_&_other_grazing_land,7830
2023-24,Rayagada,Kashipur,179,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,5045
2023-24,Rayagada,Kashipur,179,Block,Cultivable_Waste,4654
2023-24,Rayagada,Kashipur,179,Block,Old_Fallows,9129
2023-24,Rayagada,Kashipur,179,Block,Current_Fallows,9136
2023-24,Rayagada,Kashipur,179,Block,Net_Area_Sown_Irrigated,2595
2023-24,Rayagada,Kashipur,179,Block,Net_Area_Sown_Unirrigated,10769
2023-24,Rayagada,Kashipur,179,Block,Net_Area_Sown_Total,13364
2023-24,Rayagada,Kashipur,179,Block,Total_Area_under_Survey,113713
2023-24,Rayagada,Kalyansinghpur,186,Block,Forest,10845
2023-24,Rayagada,Kalyansinghpur,186,Block,Land_put_to_Non_Agricultural_use,1685
2023-24,Rayagada,Kalyansinghpur,186,Block,Barren_&_Non_Cultivable_land,10866
2023-24,Rayagada,Kalyansinghpur,186,Block,Permanent_Pastures_&_other_grazing_land,658
2023-24,Rayagada,Kalyansinghpur,186,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,425
2023-24,Rayagada,Kalyansinghpur,186,Block,Cultivable_Waste,19
2023-24,Rayagada,Kalyansinghpur,186,Block,Old_Fallows,420
2023-24,Rayagada,Kalyansinghpur,186,Block,Current_Fallows,341
2023-24,Rayagada,Kalyansinghpur,186,Block,Net_Area_Sown_Irrigated,5834
2023-24,Rayagada,Kalyansinghpur,186,Block,Net_Area_Sown_Unirrigated,10327
2023-24,Rayagada,Kalyansinghpur,186,Block,Net_Area_Sown_Total,16161
2023-24,Rayagada,Kalyansinghpur,186,Block,Total_Area_under_Survey,41420
2023-24,Rayagada,Kolanara,187,Block,Forest,15144
2023-24,Rayagada,Kolanara,187,Block,Land_put_to_Non_Agricultural_use,3796
2023-24,Rayagada,Kolanara,187,Block,Barren_&_Non_Cultivable_land,3227
2023-24,Rayagada,Kolanara,187,Block,Permanent_Pastures_&_other_grazing_land,1637
2023-24,Rayagada,Kolanara,187,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,670
2023-24,Rayagada,Kolanara,187,Block,Cultivable_Waste,1058
2023-24,Rayagada,Kolanara,187,Block,Old_Fallows,3343
2023-24,Rayagada,Kolanara,187,Block,Current_Fallows,3106
2023-24,Rayagada,Kolanara,187,Block,Net_Area_Sown_Irrigated,3600
2023-24,Rayagada,Kolanara,187,Block,Net_Area_Sown_Unirrigated,6183
2023-24,Rayagada,Kolanara,187,Block,Net_Area_Sown_Total,9783
2023-24,Rayagada,Kolanara,187,Block,Total_Area_under_Survey,41764
2023-24,Rayagada,Ramanguda,188,Block,Forest,4414
2023-24,Rayagada,Ramanguda,188,Block,Land_put_to_Non_Agricultural_use,1535
2023-24,Rayagada,Ramanguda,188,Block,Barren_&_Non_Cultivable_land,7767
2023-24,Rayagada,Ramanguda,188,Block,Permanent_Pastures_&_other_grazing_land,243
2023-24,Rayagada,Ramanguda,188,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,119
2023-24,Rayagada,Ramanguda,188,Block,Cultivable_Waste,0
2023-24,Rayagada,Ramanguda,188,Block,Old_Fallows,146
2023-24,Rayagada,Ramanguda,188,Block,Current_Fallows,3315
2023-24,Rayagada,Ramanguda,188,Block,Net_Area_Sown_Irrigated,4076
2023-24,Rayagada,Ramanguda,188,Block,Net_Area_Sown_Unirrigated,11455
2023-24,Rayagada,Ramanguda,188,Block,Net_Area_Sown_Total,15531
2023-24,Rayagada,Ramanguda,188,Block,Total_Area_under_Survey,33070
2023-24,Rayagada,Gunupur,189,Block,Forest,12395
2023-24,Rayagada,Gunupur,189,Block,Land_put_to_Non_Agricultural_use,1833
2023-24,Rayagada,Gunupur,189,Block,Barren_&_Non_Cultivable_land,15603
2023-24,Rayagada,Gunupur,189,Block,Permanent_Pastures_&_other_grazing_land,496
2023-24,Rayagada,Gunupur,189,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,7057
2023-24,Rayagada,Gunupur,189,Block,Cultivable_Waste,1009
2023-24,Rayagada,Gunupur,189,Block,Old_Fallows,561
2023-24,Rayagada,Gunupur,189,Block,Current_Fallows,761
2023-24,Rayagada,Gunupur,189,Block,Net_Area_Sown_Irrigated,5992
2023-24,Rayagada,Gunupur,189,Block,Net_Area_Sown_Unirrigated,4289
2023-24,Rayagada,Gunupur,189,Block,Net_Area_Sown_Total,10281
2023-24,Rayagada,Gunupur,189,Block,Total_Area_under_Survey,49996
2023-24,Rayagada,Padmapur,190,Block,Forest,3427
2023-24,Rayagada,Padmapur,190,Block,Land_put_to_Non_Agricultural_use,1740
2023-24,Rayagada,Padmapur,190,Block,Barren_&_Non_Cultivable_land,8604
2023-24,Rayagada,Padmapur,190,Block,Permanent_Pastures_&_other_grazing_land,382
2023-24,Rayagada,Padmapur,190,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,3958
2023-24,Rayagada,Padmapur,190,Block,Cultivable_Waste,58
2023-24,Rayagada,Padmapur,190,Block,Old_Fallows,568
2023-24,Rayagada,Padmapur,190,Block,Current_Fallows,508
2023-24,Rayagada,Padmapur,190,Block,Net_Area_Sown_Irrigated,9911
2023-24,Rayagada,Padmapur,190,Block,Net_Area_Sown_Unirrigated,5638
2023-24,Rayagada,Padmapur,190,Block,Net_Area_Sown_Total,15549
2023-24,Rayagada,Padmapur,190,Block,Total_Area_under_Survey,34794
2023-24,Rayagada,Gudari,191,Block,Forest,6606
2023-24,Rayagada,Gudari,191,Block,Land_put_to_Non_Agricultural_use,1644
2023-24,Rayagada,Gudari,191,Block,Barren_&_Non_Cultivable_land,6614
2023-24,Rayagada,Gudari,191,Block,Permanent_Pastures_&_other_grazing_land,481
2023-24,Rayagada,Gudari,191,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,3194
2023-24,Rayagada,Gudari,191,Block,Cultivable_Waste,50
2023-24,Rayagada,Gudari,191,Block,Old_Fallows,166
2023-24,Rayagada,Gudari,191,Block,Current_Fallows,243
2023-24,Rayagada,Gudari,191,Block,Net_Area_Sown_Irrigated,4845
2023-24,Rayagada,Gudari,191,Block,Net_Area_Sown_Unirrigated,6319
2023-24,Rayagada,Gudari,191,Block,Net_Area_Sown_Total,11164
2023-24,Rayagada,Gudari,191,Block,Total_Area_under_Survey,30162
2023-24,Rayagada,Muniguda,192,Block,Forest,8139
2023-24,Rayagada,Muniguda,192,Block,Land_put_to_Non_Agricultural_use,2930
2023-24,Rayagada,Muniguda,192,Block,Barren_&_Non_Cultivable_land,22731
2023-24,Rayagada,Muniguda,192,Block,Permanent_Pastures_&_other_grazing_land,1104
2023-24,Rayagada,Muniguda,192,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,175
2023-24,Rayagada,Muniguda,192,Block,Cultivable_Waste,8368
2023-24,Rayagada,Muniguda,192,Block,Old_Fallows,773
2023-24,Rayagada,Muniguda,192,Block,Current_Fallows,13233
2023-24,Rayagada,Muniguda,192,Block,Net_Area_Sown_Irrigated,0
2023-24,Rayagada,Muniguda,192,Block,Net_Area_Sown_Unirrigated,6598
2023-24,Rayagada,Muniguda,192,Block,Net_Area_Sown_Total,6598
2023-24,Rayagada,Muniguda,192,Block,Total_Area_under_Survey,64051
2023-24,Rayagada,Chandrapur,197,Block,Forest,8428
2023-24,Rayagada,Chandrapur,197,Block,Land_put_to_Non_Agricultural_use,378
2023-24,Rayagada,Chandrapur,197,Block,Barren_&_Non_Cultivable_land,15984
2023-24,Rayagada,Chandrapur,197,Block,Permanent_Pastures_&_other_grazing_land,346
2023-24,Rayagada,Chandrapur,197,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,40
2023-24,Rayagada,Chandrapur,197,Block,Cultivable_Waste,6504
2023-24,Rayagada,Chandrapur,197,Block,Old_Fallows,521
2023-24,Rayagada,Chandrapur,197,Block,Current_Fallows,2536
2023-24,Rayagada,Chandrapur,197,Block,Net_Area_Sown_Irrigated,0
2023-24,Rayagada,Chandrapur,197,Block,Net_Area_Sown_Unirrigated,4671
2023-24,Rayagada,Chandrapur,197,Block,Net_Area_Sown_Total,4671
2023-24,Rayagada,Chandrapur,197,Block,Total_Area_under_Survey,39408
2023-24,Rayagada,Bisam-Cuttack,198,Block,Forest,36960
2023-24,Rayagada,Bisam-Cuttack,198,Block,Land_put_to_Non_Agricultural_use,1840
2023-24,Rayagada,Bisam-Cuttack,198,Block,Barren_&_Non_Cultivable_land,1424
2023-24,Rayagada,Bisam-Cuttack,198,Block,Permanent_Pastures_&_other_grazing_land,1168
2023-24,Rayagada,Bisam-Cuttack,198,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,3870
2023-24,Rayagada,Bisam-Cuttack,198,Block,Cultivable_Waste,38
2023-24,Rayagada,Bisam-Cuttack,198,Block,Old_Fallows,2988
2023-24,Rayagada,Bisam-Cuttack,198,Block,Current_Fallows,3657
2023-24,Rayagada,Bisam-Cuttack,198,Block,Net_Area_Sown_Irrigated,512
2023-24,Rayagada,Bisam-Cuttack,198,Block,Net_Area_Sown_Unirrigated,10748
2023-24,Rayagada,Bisam-Cuttack,198,Block,Net_Area_Sown_Total,11260
2023-24,Rayagada,Bisam-Cuttack,198,Block,Total_Area_under_Survey,63205
2023-24,Rayagada,URBAN,,Urban,Forest,1060
2023-24,Rayagada,URBAN,,Urban,Land_put_to_Non_Agricultural_use,264
2023-24,Rayagada,URBAN,,Urban,Barren_&_Non_Cultivable_land,1315
2023-24,Rayagada,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,133
2023-24,Rayagada,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,216
2023-24,Rayagada,URBAN,,Urban,Cultivable_Waste,188
2023-24,Rayagada,URBAN,,Urban,Old_Fallows,183
2023-24,Rayagada,URBAN,,Urban,Current_Fallows,328
2023-24,Rayagada,URBAN,,Urban,Net_Area_Sown_Irrigated,247
2023-24,Rayagada,URBAN,,Urban,Net_Area_Sown_Unirrigated,191
2023-24,Rayagada,URBAN,,Urban,Net_Area_Sown_Total,438
2023-24,Rayagada,URBAN,,Urban,Total_Area_under_Survey,4125
2023-24,Sambalpur,Dhankuda,281,Block,Forest,1008
2023-24,Sambalpur,Dhankuda,281,Block,Land_put_to_Non_Agricultural_use,3530
2023-24,Sambalpur,Dhankuda,281,Block,Barren_&_Non_Cultivable_land,88
2023-24,Sambalpur,Dhankuda,281,Block,Permanent_Pastures_&_other_grazing_land,522
2023-24,Sambalpur,Dhankuda,281,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,91
2023-24,Sambalpur,Dhankuda,281,Block,Cultivable_Waste,1990
2023-24,Sambalpur,Dhankuda,281,Block,Old_Fallows,962
2023-24,Sambalpur,Dhankuda,281,Block,Current_Fallows,653
2023-24,Sambalpur,Dhankuda,281,Block,Net_Area_Sown_Irrigated,6811
2023-24,Sambalpur,Dhankuda,281,Block,Net_Area_Sown_Unirrigated,1873
2023-24,Sambalpur,Dhankuda,281,Block,Net_Area_Sown_Total,8684
2023-24,Sambalpur,Dhankuda,281,Block,Total_Area_under_Survey,17528
2023-24,Sambalpur,Maneswar,282,Block,Forest,1697
2023-24,Sambalpur,Maneswar,282,Block,Land_put_to_Non_Agricultural_use,2225
2023-24,Sambalpur,Maneswar,282,Block,Barren_&_Non_Cultivable_land,618
2023-24,Sambalpur,Maneswar,282,Block,Permanent_Pastures_&_other_grazing_land,1031
2023-24,Sambalpur,Maneswar,282,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,51
2023-24,Sambalpur,Maneswar,282,Block,Cultivable_Waste,1441
2023-24,Sambalpur,Maneswar,282,Block,Old_Fallows,1882
2023-24,Sambalpur,Maneswar,282,Block,Current_Fallows,5367
2023-24,Sambalpur,Maneswar,282,Block,Net_Area_Sown_Irrigated,8683
2023-24,Sambalpur,Maneswar,282,Block,Net_Area_Sown_Unirrigated,36
2023-24,Sambalpur,Maneswar,282,Block,Net_Area_Sown_Total,8719
2023-24,Sambalpur,Maneswar,282,Block,Total_Area_under_Survey,23031
2023-24,Sambalpur,Jujumura,283,Block,Forest,10646
2023-24,Sambalpur,Jujumura,283,Block,Land_put_to_Non_Agricultural_use,5988
2023-24,Sambalpur,Jujumura,283,Block,Barren_&_Non_Cultivable_land,1524
2023-24,Sambalpur,Jujumura,283,Block,Permanent_Pastures_&_other_grazing_land,4792
2023-24,Sambalpur,Jujumura,283,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,256
2023-24,Sambalpur,Jujumura,283,Block,Cultivable_Waste,3162
2023-24,Sambalpur,Jujumura,283,Block,Old_Fallows,6425
2023-24,Sambalpur,Jujumura,283,Block,Current_Fallows,4547
2023-24,Sambalpur,Jujumura,283,Block,Net_Area_Sown_Irrigated,4177
2023-24,Sambalpur,Jujumura,283,Block,Net_Area_Sown_Unirrigated,9787
2023-24,Sambalpur,Jujumura,283,Block,Net_Area_Sown_Total,13964
2023-24,Sambalpur,Jujumura,283,Block,Total_Area_under_Survey,51304
2023-24,Sambalpur,Rengali,284,Block,Forest,9196
2023-24,Sambalpur,Rengali,284,Block,Land_put_to_Non_Agricultural_use,3776
2023-24,Sambalpur,Rengali,284,Block,Barren_&_Non_Cultivable_land,666
2023-24,Sambalpur,Rengali,284,Block,Permanent_Pastures_&_other_grazing_land,1892
2023-24,Sambalpur,Rengali,284,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,225
2023-24,Sambalpur,Rengali,284,Block,Cultivable_Waste,3314
2023-24,Sambalpur,Rengali,284,Block,Old_Fallows,3818
2023-24,Sambalpur,Rengali,284,Block,Current_Fallows,5231
2023-24,Sambalpur,Rengali,284,Block,Net_Area_Sown_Irrigated,1575
2023-24,Sambalpur,Rengali,284,Block,Net_Area_Sown_Unirrigated,8537
2023-24,Sambalpur,Rengali,284,Block,Net_Area_Sown_Total,10112
2023-24,Sambalpur,Rengali,284,Block,Total_Area_under_Survey,38230
2023-24,Sambalpur,Rairakhol,290,Block,Forest,25729
2023-24,Sambalpur,Rairakhol,290,Block,Land_put_to_Non_Agricultural_use,3562
2023-24,Sambalpur,Rairakhol,290,Block,Barren_&_Non_Cultivable_land,1882
2023-24,Sambalpur,Rairakhol,290,Block,Permanent_Pastures_&_other_grazing_land,3270
2023-24,Sambalpur,Rairakhol,290,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,508
2023-24,Sambalpur,Rairakhol,290,Block,Cultivable_Waste,3750
2023-24,Sambalpur,Rairakhol,290,Block,Old_Fallows,3144
2023-24,Sambalpur,Rairakhol,290,Block,Current_Fallows,6157
2023-24,Sambalpur,Rairakhol,290,Block,Net_Area_Sown_Irrigated,215
2023-24,Sambalpur,Rairakhol,290,Block,Net_Area_Sown_Unirrigated,11238
